image,phase,client_id,total_duration_s,total_bytes,layer_digest_short,layer_duration_s,layer_size,layer_status,layer_cache_status
python,4_recheck_A,5,26.030,410464994,sha256:10c3183ecaa6,0.2225,6085049,200,unknown
python,4_recheck_A,5,26.030,410464994,sha256:15991188a884,0.6313,25656055,200,unknown
python,4_recheck_A,5,26.030,410464994,sha256:5142ad1c6011,0.0288,250,200,unknown
python,4_recheck_A,6,26.030,410464994,sha256:299c82f5afaa,0.0335,6525,200,unknown
python,4_recheck_A,6,26.030,410464994,sha256:866771c43bf5,12.1527,49293124,200,unknown
python,4_recheck_A,6,26.030,410464994,sha256:ed881fbf1b07,6.5900,25614562,200,unknown
python,4_recheck_A,6,26.030,410464994,sha256:9da421ddeb65,1.0706,67778971,200,unknown
python,4_recheck_A,6,26.030,410464994,sha256:a793e3c6bce8,26.0134,236030458,200,unknown
python,4_recheck_A,6,26.030,410464994,sha256:10c3183ecaa6,0.2206,6085049,200,unknown
python,4_recheck_A,6,26.030,410464994,sha256:15991188a884,0.5960,25656055,200,unknown
python,4_recheck_A,6,26.030,410464994,sha256:5142ad1c6011,0.0283,250,200,unknown
python,4_recheck_A,7,26.030,410464994,sha256:299c82f5afaa,0.0313,6525,200,unknown
python,4_recheck_A,7,26.030,410464994,sha256:866771c43bf5,12.1504,49293124,200,unknown
python,4_recheck_A,7,26.030,410464994,sha256:ed881fbf1b07,6.5880,25614562,200,unknown
python,4_recheck_A,7,26.030,410464994,sha256:9da421ddeb65,1.0704,67778971,200,unknown
python,4_recheck_A,7,26.030,410464994,sha256:a793e3c6bce8,26.0111,236030458,200,unknown
python,4_recheck_A,7,26.030,410464994,sha256:10c3183ecaa6,0.1543,6085049,200,unknown
python,4_recheck_A,7,26.030,410464994,sha256:15991188a884,0.6254,25656055,200,unknown
python,4_recheck_A,7,26.030,410464994,sha256:5142ad1c6011,0.0245,250,200,unknown
python,4_recheck_A,8,26.030,410464994,sha256:299c82f5afaa,0.0290,6525,200,unknown
python,4_recheck_A,8,26.030,410464994,sha256:866771c43bf5,12.1468,49293124,200,unknown
python,4_recheck_A,8,26.030,410464994,sha256:ed881fbf1b07,6.5841,25614562,200,unknown
python,4_recheck_A,8,26.030,410464994,sha256:9da421ddeb65,1.0533,67778971,200,unknown
python,4_recheck_A,8,26.030,410464994,sha256:a793e3c6bce8,26.0076,236030458,200,unknown
python,4_recheck_A,8,26.030,410464994,sha256:10c3183ecaa6,0.1123,6085049,200,unknown
python,4_recheck_A,8,26.030,410464994,sha256:15991188a884,0.5984,25656055,200,unknown
python,4_recheck_A,8,26.030,410464994,sha256:5142ad1c6011,0.0236,250,200,unknown
python,4_recheck_A,9,26.030,410464994,sha256:299c82f5afaa,0.0268,6525,200,unknown
python,4_recheck_A,9,26.030,410464994,sha256:866771c43bf5,12.1442,49293124,200,unknown
python,4_recheck_A,9,26.030,410464994,sha256:ed881fbf1b07,6.5821,25614562,200,unknown
python,4_recheck_A,9,26.030,410464994,sha256:9da421ddeb65,1.0595,67778971,200,unknown
python,4_recheck_A,9,26.030,410464994,sha256:a793e3c6bce8,26.0053,236030458,200,unknown
python,4_recheck_A,9,26.030,410464994,sha256:10c3183ecaa6,0.1903,6085049,200,unknown
python,4_recheck_A,9,26.030,410464994,sha256:15991188a884,0.5988,25656055,200,unknown
python,4_recheck_A,9,26.030,410464994,sha256:5142ad1c6011,0.0193,250,200,unknown
