part,scenario,stagger_delay,run,client_id,group,total_duration_s,total_bytes,layer_digest_short,layer_duration_s,layer_size,layer_status,layer_cache_status
stagger,A,0,3,42,2,34.465,410464994,sha256:10c3183ecaa6,3.4427,6085049,200,unknown
stagger,A,0,3,42,2,34.465,410464994,sha256:15991188a884,11.5268,25656055,200,unknown
stagger,A,0,3,42,2,34.465,410464994,sha256:5142ad1c6011,0.0978,250,200,unknown
stagger,A,0,3,43,2,34.465,410464994,sha256:299c82f5afaa,0.0951,6525,200,unknown
stagger,A,0,3,43,2,34.465,410464994,sha256:866771c43bf5,19.1994,49293124,200,unknown
stagger,A,0,3,43,2,34.465,410464994,sha256:ed881fbf1b07,12.1913,25614562,200,unknown
stagger,A,0,3,43,2,34.465,410464994,sha256:9da421ddeb65,24.7832,67778971,200,unknown
stagger,A,0,3,43,2,34.465,410464994,sha256:a793e3c6bce8,34.3753,236030458,200,unknown
stagger,A,0,3,43,2,34.465,410464994,sha256:10c3183ecaa6,3.4417,6085049,200,unknown
stagger,A,0,3,43,2,34.465,410464994,sha256:15991188a884,11.5283,25656055,200,unknown
stagger,A,0,3,43,2,34.465,410464994,sha256:5142ad1c6011,0.0969,250,200,unknown
stagger,A,0,3,44,2,34.465,410464994,sha256:299c82f5afaa,0.0929,6525,200,unknown
stagger,A,0,3,44,2,34.465,410464994,sha256:866771c43bf5,19.1990,49293124,200,unknown
stagger,A,0,3,44,2,34.465,410464994,sha256:ed881fbf1b07,12.1901,25614562,200,unknown
stagger,A,0,3,44,2,34.465,410464994,sha256:9da421ddeb65,24.7800,67778971,200,unknown
stagger,A,0,3,44,2,34.465,410464994,sha256:a793e3c6bce8,34.3761,236030458,200,unknown
stagger,A,0,3,44,2,34.465,410464994,sha256:10c3183ecaa6,3.4400,6085049,200,unknown
stagger,A,0,3,44,2,34.465,410464994,sha256:15991188a884,11.5241,25656055,200,unknown
stagger,A,0,3,44,2,34.465,410464994,sha256:5142ad1c6011,0.0954,250,200,unknown
stagger,A,0,3,45,2,34.465,410464994,sha256:299c82f5afaa,0.0915,6525,200,unknown
stagger,A,0,3,45,2,34.465,410464994,sha256:866771c43bf5,19.1966,49293124,200,unknown
stagger,A,0,3,45,2,34.465,410464994,sha256:ed881fbf1b07,12.1884,25614562,200,unknown
stagger,A,0,3,45,2,34.465,410464994,sha256:9da421ddeb65,24.7804,67778971,200,unknown
stagger,A,0,3,45,2,34.465,410464994,sha256:a793e3c6bce8,34.3733,236030458,200,unknown
stagger,A,0,3,45,2,34.465,410464994,sha256:10c3183ecaa6,3.4386,6085049,200,unknown
stagger,A,0,3,45,2,34.465,410464994,sha256:15991188a884,11.5259,25656055,200,unknown
stagger,A,0,3,45,2,34.465,410464994,sha256:5142ad1c6011,0.0919,250,200,unknown
stagger,A,0,3,46,2,34.463,410464994,sha256:299c82f5afaa,0.0914,6525,200,unknown
stagger,A,0,3,46,2,34.463,410464994,sha256:866771c43bf5,19.1964,49293124,200,unknown
stagger,A,0,3,46,2,34.463,410464994,sha256:ed881fbf1b07,12.1895,25614562,200,unknown
stagger,A,0,3,46,2,34.463,410464994,sha256:9da421ddeb65,24.7775,67778971,200,unknown
stagger,A,0,3,46,2,34.463,410464994,sha256:a793e3c6bce8,34.3708,236030458,200,unknown
stagger,A,0,3,46,2,34.463,410464994,sha256:10c3183ecaa6,3.4378,6085049,200,unknown
stagger,A,0,3,46,2,34.463,410464994,sha256:15991188a884,11.5246,25656055,200,unknown
stagger,A,0,3,46,2,34.463,410464994,sha256:5142ad1c6011,0.0908,250,200,unknown
stagger,A,0,3,47,2,34.465,410464994,sha256:299c82f5afaa,0.0865,6525,200,unknown
stagger,A,0,3,47,2,34.465,410464994,sha256:866771c43bf5,19.1944,49293124,200,unknown
stagger,A,0,3,47,2,34.465,410464994,sha256:ed881fbf1b07,12.1886,25614562,200,unknown
stagger,A,0,3,47,2,34.465,410464994,sha256:9da421ddeb65,24.7764,67778971,200,unknown
stagger,A,0,3,47,2,34.465,410464994,sha256:a793e3c6bce8,34.3718,236030458,200,unknown
stagger,A,0,3,47,2,34.465,410464994,sha256:10c3183ecaa6,3.4369,6085049,200,unknown
stagger,A,0,3,47,2,34.465,410464994,sha256:15991188a884,11.5235,25656055,200,unknown
stagger,A,0,3,47,2,34.465,410464994,sha256:5142ad1c6011,0.0896,250,200,unknown
stagger,A,0,3,48,2,34.465,410464994,sha256:299c82f5afaa,0.0855,6525,200,unknown
stagger,A,0,3,48,2,34.465,410464994,sha256:866771c43bf5,19.1942,49293124,200,unknown
stagger,A,0,3,48,2,34.465,410464994,sha256:ed881fbf1b07,12.1857,25614562,200,unknown
stagger,A,0,3,48,2,34.465,410464994,sha256:9da421ddeb65,24.7771,67778971,200,unknown
stagger,A,0,3,48,2,34.465,410464994,sha256:a793e3c6bce8,34.3700,236030458,200,unknown
stagger,A,0,3,48,2,34.465,410464994,sha256:10c3183ecaa6,3.4361,6085049,200,unknown
stagger,A,0,3,48,2,34.465,410464994,sha256:15991188a884,11.5197,25656055,200,unknown
stagger,A,0,3,48,2,34.465,410464994,sha256:5142ad1c6011,0.0913,250,200,unknown
stagger,A,0,3,49,2,34.465,410464994,sha256:299c82f5afaa,0.0872,6525,200,unknown
stagger,A,0,3,49,2,34.465,410464994,sha256:866771c43bf5,19.1926,49293124,200,unknown
stagger,A,0,3,49,2,34.465,410464994,sha256:ed881fbf1b07,12.1841,25614562,200,unknown
stagger,A,0,3,49,2,34.465,410464994,sha256:9da421ddeb65,24.7759,67778971,200,unknown
stagger,A,0,3,49,2,34.465,410464994,sha256:a793e3c6bce8,34.3690,236030458,200,unknown
stagger,A,0,3,49,2,34.465,410464994,sha256:10c3183ecaa6,3.4344,6085049,200,unknown
stagger,A,0,3,49,2,34.465,410464994,sha256:15991188a884,11.5215,25656055,200,unknown
stagger,A,0,3,49,2,34.465,410464994,sha256:5142ad1c6011,0.0876,250,200,unknown
stagger,B,5,1,0,1,34.436,410464994,sha256:299c82f5afaa,0.0783,6525,200,unknown
stagger,B,5,1,0,1,34.436,410464994,sha256:866771c43bf5,17.2831,49293124,200,unknown
stagger,B,5,1,0,1,34.436,410464994,sha256:ed881fbf1b07,6.7419,25614562,200,unknown
stagger,B,5,1,0,1,34.436,410464994,sha256:9da421ddeb65,19.8775,67778971,200,unknown
stagger,B,5,1,0,1,34.436,410464994,sha256:a793e3c6bce8,34.4314,236030458,200,unknown
stagger,B,5,1,0,1,34.436,410464994,sha256:10c3183ecaa6,6.6407,6085049,200,unknown
stagger,B,5,1,0,1,34.436,410464994,sha256:15991188a884,8.8007,25656055,200,unknown
stagger,B,5,1,0,1,34.436,410464994,sha256:5142ad1c6011,0.0812,250,200,unknown
stagger,B,5,1,1,1,34.436,410464994,sha256:299c82f5afaa,0.0805,6525,200,unknown
stagger,B,5,1,1,1,34.436,410464994,sha256:866771c43bf5,17.1094,49293124,200,unknown
stagger,B,5,1,1,1,34.436,410464994,sha256:ed881fbf1b07,9.5312,25614562,200,unknown
stagger,B,5,1,1,1,34.436,410464994,sha256:9da421ddeb65,19.8749,67778971,200,unknown
stagger,B,5,1,1,1,34.436,410464994,sha256:a793e3c6bce8,34.4291,236030458,200,unknown
stagger,B,5,1,1,1,34.436,410464994,sha256:10c3183ecaa6,7.5775,6085049,200,unknown
stagger,B,5,1,1,1,34.436,410464994,sha256:15991188a884,8.6817,25656055,200,unknown
stagger,B,5,1,1,1,34.436,410464994,sha256:5142ad1c6011,0.0807,250,200,unknown
stagger,B,5,1,2,1,34.435,410464994,sha256:299c82f5afaa,0.0784,6525,200,unknown
stagger,B,5,1,2,1,34.435,410464994,sha256:866771c43bf5,17.4117,49293124,200,unknown
stagger,B,5,1,2,1,34.435,410464994,sha256:ed881fbf1b07,6.8156,25614562,200,unknown
stagger,B,5,1,2,1,34.435,410464994,sha256:9da421ddeb65,21.7184,67778971,200,unknown
stagger,B,5,1,2,1,34.435,410464994,sha256:a793e3c6bce8,34.4266,236030458,200,unknown
stagger,B,5,1,2,1,34.435,410464994,sha256:10c3183ecaa6,6.6397,6085049,200,unknown
stagger,B,5,1,2,1,34.435,410464994,sha256:15991188a884,10.9045,25656055,200,unknown
stagger,B,5,1,2,1,34.435,410464994,sha256:5142ad1c6011,0.0766,250,200,unknown
stagger,B,5,1,3,1,34.435,410464994,sha256:299c82f5afaa,0.0720,6525,200,unknown
stagger,B,5,1,3,1,34.435,410464994,sha256:866771c43bf5,20.2271,49293124,200,unknown
stagger,B,5,1,3,1,34.435,410464994,sha256:ed881fbf1b07,7.6909,25614562,200,unknown
stagger,B,5,1,3,1,34.435,410464994,sha256:9da421ddeb65,22.0210,67778971,200,unknown
stagger,B,5,1,3,1,34.435,410464994,sha256:a793e3c6bce8,34.4232,236030458,200,unknown
stagger,B,5,1,3,1,34.435,410464994,sha256:10c3183ecaa6,6.6339,6085049,200,unknown
stagger,B,5,1,3,1,34.435,410464994,sha256:15991188a884,8.7350,25656055,200,unknown
stagger,B,5,1,3,1,34.435,410464994,sha256:5142ad1c6011,0.0755,250,200,unknown
stagger,B,5,1,4,1,34.435,410464994,sha256:299c82f5afaa,0.0737,6525,200,unknown
stagger,B,5,1,4,1,34.435,410464994,sha256:866771c43bf5,21.7890,49293124,200,unknown
stagger,B,5,1,4,1,34.435,410464994,sha256:ed881fbf1b07,6.6858,25614562,200,unknown
stagger,B,5,1,4,1,34.435,410464994,sha256:9da421ddeb65,21.8145,67778971,200,unknown
stagger,B,5,1,4,1,34.435,410464994,sha256:a793e3c6bce8,34.4209,236030458,200,unknown
stagger,B,5,1,4,1,34.435,410464994,sha256:10c3183ecaa6,6.6316,6085049,200,unknown
stagger,B,5,1,4,1,34.435,410464994,sha256:15991188a884,8.5211,25656055,200,unknown
stagger,B,5,1,4,1,34.435,410464994,sha256:5142ad1c6011,0.0742,250,200,unknown
stagger,B,5,1,5,1,34.435,410464994,sha256:299c82f5afaa,0.0680,6525,200,unknown
stagger,B,5,1,5,1,34.435,410464994,sha256:866771c43bf5,17.2447,49293124,200,unknown
stagger,B,5,1,5,1,34.435,410464994,sha256:ed881fbf1b07,8.9755,25614562,200,unknown
stagger,B,5,1,5,1,34.435,410464994,sha256:9da421ddeb65,21.9406,67778971,200,unknown
stagger,B,5,1,5,1,34.435,410464994,sha256:a793e3c6bce8,34.4204,236030458,200,unknown
stagger,B,5,1,5,1,34.435,410464994,sha256:10c3183ecaa6,6.6330,6085049,200,unknown
stagger,B,5,1,5,1,34.435,410464994,sha256:15991188a884,8.1111,25656055,200,unknown
stagger,B,5,1,5,1,34.435,410464994,sha256:5142ad1c6011,0.0700,250,200,unknown
stagger,B,5,1,6,1,34.435,410464994,sha256:299c82f5afaa,0.0682,6525,200,unknown
stagger,B,5,1,6,1,34.435,410464994,sha256:866771c43bf5,17.1286,49293124,200,unknown
stagger,B,5,1,6,1,34.435,410464994,sha256:ed881fbf1b07,7.7419,25614562,200,unknown
stagger,B,5,1,6,1,34.435,410464994,sha256:9da421ddeb65,20.9588,67778971,200,unknown
stagger,B,5,1,6,1,34.435,410464994,sha256:a793e3c6bce8,34.4163,236030458,200,unknown
stagger,B,5,1,6,1,34.435,410464994,sha256:10c3183ecaa6,6.6271,6085049,200,unknown
stagger,B,5,1,6,1,34.435,410464994,sha256:15991188a884,8.6544,25656055,200,unknown
stagger,B,5,1,6,1,34.435,410464994,sha256:5142ad1c6011,0.0694,250,200,unknown
stagger,B,5,1,7,1,34.435,410464994,sha256:299c82f5afaa,0.0632,6525,200,unknown
stagger,B,5,1,7,1,34.435,410464994,sha256:866771c43bf5,17.2491,49293124,200,unknown
stagger,B,5,1,7,1,34.435,410464994,sha256:ed881fbf1b07,9.0934,25614562,200,unknown
stagger,B,5,1,7,1,34.435,410464994,sha256:9da421ddeb65,19.8618,67778971,200,unknown
stagger,B,5,1,7,1,34.435,410464994,sha256:a793e3c6bce8,34.4157,236030458,200,unknown
stagger,B,5,1,7,1,34.435,410464994,sha256:10c3183ecaa6,6.6284,6085049,200,unknown
stagger,B,5,1,7,1,34.435,410464994,sha256:15991188a884,13.1383,25656055,200,unknown
stagger,B,5,1,7,1,34.435,410464994,sha256:5142ad1c6011,0.0657,250,200,unknown
stagger,B,5,1,8,1,34.435,410464994,sha256:299c82f5afaa,0.0616,6525,200,unknown
stagger,B,5,1,8,1,34.435,410464994,sha256:866771c43bf5,17.0864,49293124,200,unknown
stagger,B,5,1,8,1,34.435,410464994,sha256:ed881fbf1b07,8.0711,25614562,200,unknown
stagger,B,5,1,8,1,34.435,410464994,sha256:9da421ddeb65,21.9409,67778971,200,unknown
stagger,B,5,1,8,1,34.435,410464994,sha256:a793e3c6bce8,34.4123,236030458,200,unknown
stagger,B,5,1,8,1,34.435,410464994,sha256:10c3183ecaa6,6.6229,6085049,200,unknown
stagger,B,5,1,8,1,34.435,410464994,sha256:15991188a884,12.9489,25656055,200,unknown
stagger,B,5,1,8,1,34.435,410464994,sha256:5142ad1c6011,0.0642,250,200,unknown
stagger,B,5,1,9,1,34.435,410464994,sha256:299c82f5afaa,0.0629,6525,200,unknown
stagger,B,5,1,9,1,34.435,410464994,sha256:866771c43bf5,21.8364,49293124,200,unknown
stagger,B,5,1,9,1,34.435,410464994,sha256:ed881fbf1b07,6.6213,25614562,200,unknown
stagger,B,5,1,9,1,34.435,410464994,sha256:9da421ddeb65,20.8643,67778971,200,unknown
stagger,B,5,1,9,1,34.435,410464994,sha256:a793e3c6bce8,34.4116,236030458,200,unknown
stagger,B,5,1,9,1,34.435,410464994,sha256:10c3183ecaa6,6.6247,6085049,200,unknown
stagger,B,5,1,9,1,34.435,410464994,sha256:15991188a884,13.7918,25656055,200,unknown
stagger,B,5,1,9,1,34.435,410464994,sha256:5142ad1c6011,0.0633,250,200,unknown
stagger,B,5,1,10,1,34.434,410464994,sha256:299c82f5afaa,0.0596,6525,200,unknown
stagger,B,5,1,10,1,34.434,410464994,sha256:866771c43bf5,17.0795,49293124,200,unknown
stagger,B,5,1,10,1,34.434,410464994,sha256:ed881fbf1b07,8.4012,25614562,200,unknown
stagger,B,5,1,10,1,34.434,410464994,sha256:9da421ddeb65,20.9511,67778971,200,unknown
stagger,B,5,1,10,1,34.434,410464994,sha256:a793e3c6bce8,34.4058,236030458,200,unknown
stagger,B,5,1,10,1,34.434,410464994,sha256:10c3183ecaa6,6.6206,6085049,200,unknown
stagger,B,5,1,10,1,34.434,410464994,sha256:15991188a884,12.9760,25656055,200,unknown
stagger,B,5,1,10,1,34.434,410464994,sha256:5142ad1c6011,0.0593,250,200,unknown
stagger,B,5,1,11,1,34.435,410464994,sha256:299c82f5afaa,0.0534,6525,200,unknown
stagger,B,5,1,11,1,34.435,410464994,sha256:866771c43bf5,17.0755,49293124,200,unknown
stagger,B,5,1,11,1,34.435,410464994,sha256:ed881fbf1b07,8.8987,25614562,200,unknown
stagger,B,5,1,11,1,34.435,410464994,sha256:9da421ddeb65,19.8510,67778971,200,unknown
stagger,B,5,1,11,1,34.435,410464994,sha256:a793e3c6bce8,34.4050,236030458,200,unknown
stagger,B,5,1,11,1,34.435,410464994,sha256:10c3183ecaa6,6.6217,6085049,200,unknown
stagger,B,5,1,11,1,34.435,410464994,sha256:15991188a884,10.7553,25656055,200,unknown
stagger,B,5,1,11,1,34.435,410464994,sha256:5142ad1c6011,0.0562,250,200,unknown
stagger,B,5,1,12,1,34.435,410464994,sha256:299c82f5afaa,0.0512,6525,200,unknown
stagger,B,5,1,12,1,34.435,410464994,sha256:866771c43bf5,17.1866,49293124,200,unknown
stagger,B,5,1,12,1,34.435,410464994,sha256:ed881fbf1b07,8.9072,25614562,200,unknown
stagger,B,5,1,12,1,34.435,410464994,sha256:9da421ddeb65,21.5340,67778971,200,unknown
stagger,B,5,1,12,1,34.435,410464994,sha256:a793e3c6bce8,34.4037,236030458,200,unknown
stagger,B,5,1,12,1,34.435,410464994,sha256:10c3183ecaa6,6.6123,6085049,200,unknown
stagger,B,5,1,12,1,34.435,410464994,sha256:15991188a884,9.0099,25656055,200,unknown
stagger,B,5,1,12,1,34.435,410464994,sha256:5142ad1c6011,0.0537,250,200,unknown
stagger,B,5,1,13,1,34.434,410464994,sha256:299c82f5afaa,0.0512,6525,200,unknown
stagger,B,5,1,13,1,34.434,410464994,sha256:866771c43bf5,17.0853,49293124,200,unknown
stagger,B,5,1,13,1,34.434,410464994,sha256:ed881fbf1b07,9.0408,25614562,200,unknown
stagger,B,5,1,13,1,34.434,410464994,sha256:9da421ddeb65,21.3080,67778971,200,unknown
stagger,B,5,1,13,1,34.434,410464994,sha256:a793e3c6bce8,34.4009,236030458,200,unknown
stagger,B,5,1,13,1,34.434,410464994,sha256:10c3183ecaa6,6.6172,6085049,200,unknown
stagger,B,5,1,13,1,34.434,410464994,sha256:15991188a884,12.0631,25656055,200,unknown
stagger,B,5,1,13,1,34.434,410464994,sha256:5142ad1c6011,0.0516,250,200,unknown
stagger,B,5,1,14,1,34.434,410464994,sha256:299c82f5afaa,0.0467,6525,200,unknown
stagger,B,5,1,14,1,34.434,410464994,sha256:866771c43bf5,17.2764,49293124,200,unknown
stagger,B,5,1,14,1,34.434,410464994,sha256:ed881fbf1b07,8.4303,25614562,200,unknown
stagger,B,5,1,14,1,34.434,410464994,sha256:9da421ddeb65,21.7381,67778971,200,unknown
stagger,B,5,1,14,1,34.434,410464994,sha256:a793e3c6bce8,34.3987,236030458,200,unknown
stagger,B,5,1,14,1,34.434,410464994,sha256:10c3183ecaa6,6.6079,6085049,200,unknown
stagger,B,5,1,14,1,34.434,410464994,sha256:15991188a884,8.5094,25656055,200,unknown
stagger,B,5,1,14,1,34.434,410464994,sha256:5142ad1c6011,0.0498,250,200,unknown
stagger,B,5,1,15,1,34.434,410464994,sha256:299c82f5afaa,0.0471,6525,200,unknown
stagger,B,5,1,15,1,34.434,410464994,sha256:866771c43bf5,21.5114,49293124,200,unknown
stagger,B,5,1,15,1,34.434,410464994,sha256:ed881fbf1b07,9.3112,25614562,200,unknown
stagger,B,5,1,15,1,34.434,410464994,sha256:9da421ddeb65,19.8427,67778971,200,unknown
stagger,B,5,1,15,1,34.434,410464994,sha256:a793e3c6bce8,34.3963,236030458,200,unknown
stagger,B,5,1,15,1,34.434,410464994,sha256:10c3183ecaa6,6.6058,6085049,200,unknown
stagger,B,5,1,15,1,34.434,410464994,sha256:15991188a884,8.3115,25656055,200,unknown
stagger,B,5,1,15,1,34.434,410464994,sha256:5142ad1c6011,0.0474,250,200,unknown
stagger,B,5,1,16,1,34.434,410464994,sha256:299c82f5afaa,0.0456,6525,200,unknown
stagger,B,5,1,16,1,34.434,410464994,sha256:866771c43bf5,20.5769,49293124,200,unknown
stagger,B,5,1,16,1,34.434,410464994,sha256:ed881fbf1b07,7.5093,25614562,200,unknown
stagger,B,5,1,16,1,34.434,410464994,sha256:9da421ddeb65,19.8406,67778971,200,unknown
stagger,B,5,1,16,1,34.434,410464994,sha256:a793e3c6bce8,34.3946,236030458,200,unknown
stagger,B,5,1,16,1,34.434,410464994,sha256:10c3183ecaa6,6.6040,6085049,200,unknown
stagger,B,5,1,16,1,34.434,410464994,sha256:15991188a884,8.8729,25656055,200,unknown
stagger,B,5,1,16,1,34.434,410464994,sha256:5142ad1c6011,0.0449,250,200,unknown
stagger,B,5,1,17,1,34.434,410464994,sha256:299c82f5afaa,0.0412,6525,200,unknown
stagger,B,5,1,17,1,34.434,410464994,sha256:866771c43bf5,17.0615,49293124,200,unknown
stagger,B,5,1,17,1,34.434,410464994,sha256:ed881fbf1b07,6.7417,25614562,200,unknown
stagger,B,5,1,17,1,34.434,410464994,sha256:9da421ddeb65,19.8392,67778971,200,unknown
stagger,B,5,1,17,1,34.434,410464994,sha256:a793e3c6bce8,34.3931,236030458,200,unknown
stagger,B,5,1,17,1,34.434,410464994,sha256:10c3183ecaa6,6.6025,6085049,200,unknown
stagger,B,5,1,17,1,34.434,410464994,sha256:15991188a884,8.9849,25656055,200,unknown
stagger,B,5,1,17,1,34.434,410464994,sha256:5142ad1c6011,0.0442,250,200,unknown
stagger,B,5,1,18,1,34.434,410464994,sha256:299c82f5afaa,0.0400,6525,200,unknown
stagger,B,5,1,18,1,34.434,410464994,sha256:866771c43bf5,20.3289,49293124,200,unknown
stagger,B,5,1,18,1,34.434,410464994,sha256:ed881fbf1b07,8.7358,25614562,200,unknown
stagger,B,5,1,18,1,34.434,410464994,sha256:9da421ddeb65,19.8377,67778971,200,unknown
stagger,B,5,1,18,1,34.434,410464994,sha256:a793e3c6bce8,34.3913,236030458,200,unknown
stagger,B,5,1,18,1,34.434,410464994,sha256:10c3183ecaa6,6.6083,6085049,200,unknown
stagger,B,5,1,18,1,34.434,410464994,sha256:15991188a884,8.5813,25656055,200,unknown
stagger,B,5,1,18,1,34.434,410464994,sha256:5142ad1c6011,0.0423,250,200,unknown
stagger,B,5,1,19,1,34.433,410464994,sha256:299c82f5afaa,0.0410,6525,200,unknown
stagger,B,5,1,19,1,34.433,410464994,sha256:866771c43bf5,19.8478,49293124,200,unknown
stagger,B,5,1,19,1,34.433,410464994,sha256:ed881fbf1b07,8.2291,25614562,200,unknown
stagger,B,5,1,19,1,34.433,410464994,sha256:9da421ddeb65,19.8358,67778971,200,unknown
stagger,B,5,1,19,1,34.433,410464994,sha256:a793e3c6bce8,34.3884,236030458,200,unknown
stagger,B,5,1,19,1,34.433,410464994,sha256:10c3183ecaa6,6.5992,6085049,200,unknown
stagger,B,5,1,19,1,34.433,410464994,sha256:15991188a884,8.2577,25656055,200,unknown
stagger,B,5,1,19,1,34.433,410464994,sha256:5142ad1c6011,0.0409,250,200,unknown
stagger,B,5,1,20,1,34.434,410464994,sha256:299c82f5afaa,0.0396,6525,200,unknown
stagger,B,5,1,20,1,34.434,410464994,sha256:866771c43bf5,20.8453,49293124,200,unknown
stagger,B,5,1,20,1,34.434,410464994,sha256:ed881fbf1b07,7.2841,25614562,200,unknown
stagger,B,5,1,20,1,34.434,410464994,sha256:9da421ddeb65,19.9006,67778971,200,unknown
stagger,B,5,1,20,1,34.434,410464994,sha256:a793e3c6bce8,34.3883,236030458,200,unknown
stagger,B,5,1,20,1,34.434,410464994,sha256:10c3183ecaa6,6.5976,6085049,200,unknown
stagger,B,5,1,20,1,34.434,410464994,sha256:15991188a884,8.2979,25656055,200,unknown
stagger,B,5,1,20,1,34.434,410464994,sha256:5142ad1c6011,0.0402,250,200,unknown
stagger,B,5,1,21,1,34.434,410464994,sha256:299c82f5afaa,0.0364,6525,200,unknown
stagger,B,5,1,21,1,34.434,410464994,sha256:866771c43bf5,17.2112,49293124,200,unknown
stagger,B,5,1,21,1,34.434,410464994,sha256:ed881fbf1b07,7.2734,25614562,200,unknown
stagger,B,5,1,21,1,34.434,410464994,sha256:9da421ddeb65,21.4601,67778971,200,unknown
stagger,B,5,1,21,1,34.434,410464994,sha256:a793e3c6bce8,34.3870,236030458,200,unknown
stagger,B,5,1,21,1,34.434,410464994,sha256:10c3183ecaa6,6.6000,6085049,200,unknown
stagger,B,5,1,21,1,34.434,410464994,sha256:15991188a884,8.3641,25656055,200,unknown
stagger,B,5,1,21,1,34.434,410464994,sha256:5142ad1c6011,0.0376,250,200,unknown
stagger,B,5,1,22,1,34.434,410464994,sha256:299c82f5afaa,0.0347,6525,200,unknown
stagger,B,5,1,22,1,34.434,410464994,sha256:866771c43bf5,17.0551,49293124,200,unknown
stagger,B,5,1,22,1,34.434,410464994,sha256:ed881fbf1b07,6.7896,25614562,200,unknown
stagger,B,5,1,22,1,34.434,410464994,sha256:9da421ddeb65,21.9579,67778971,200,unknown
stagger,B,5,1,22,1,34.434,410464994,sha256:a793e3c6bce8,34.3859,236030458,200,unknown
stagger,B,5,1,22,1,34.434,410464994,sha256:10c3183ecaa6,7.0307,6085049,200,unknown
stagger,B,5,1,22,1,34.434,410464994,sha256:15991188a884,8.7890,25656055,200,unknown
stagger,B,5,1,22,1,34.434,410464994,sha256:5142ad1c6011,0.0360,250,200,unknown
stagger,B,5,1,23,1,34.433,410464994,sha256:299c82f5afaa,0.0306,6525,200,unknown
stagger,B,5,1,23,1,34.433,410464994,sha256:866771c43bf5,17.0525,49293124,200,unknown
stagger,B,5,1,23,1,34.433,410464994,sha256:ed881fbf1b07,7.2535,25614562,200,unknown
stagger,B,5,1,23,1,34.433,410464994,sha256:9da421ddeb65,21.6923,67778971,200,unknown
stagger,B,5,1,23,1,34.433,410464994,sha256:a793e3c6bce8,34.3813,236030458,200,unknown
stagger,B,5,1,23,1,34.433,410464994,sha256:10c3183ecaa6,6.5991,6085049,200,unknown
stagger,B,5,1,23,1,34.433,410464994,sha256:15991188a884,8.3087,25656055,200,unknown
stagger,B,5,1,23,1,34.433,410464994,sha256:5142ad1c6011,0.0334,250,200,unknown
stagger,B,5,1,24,1,34.434,410464994,sha256:299c82f5afaa,0.0308,6525,200,unknown
stagger,B,5,1,24,1,34.434,410464994,sha256:866771c43bf5,19.1542,49293124,200,unknown
stagger,B,5,1,24,1,34.434,410464994,sha256:ed881fbf1b07,6.9391,25614562,200,unknown
stagger,B,5,1,24,1,34.434,410464994,sha256:9da421ddeb65,19.8271,67778971,200,unknown
stagger,B,5,1,24,1,34.434,410464994,sha256:a793e3c6bce8,34.3813,236030458,200,unknown
stagger,B,5,1,24,1,34.434,410464994,sha256:10c3183ecaa6,6.5905,6085049,200,unknown
stagger,B,5,1,24,1,34.434,410464994,sha256:15991188a884,12.6992,25656055,200,unknown
stagger,B,5,1,24,1,34.434,410464994,sha256:5142ad1c6011,0.0324,250,200,unknown
stagger,B,5,1,25,2,29.433,410464994,sha256:299c82f5afaa,0.0575,6525,200,unknown
stagger,B,5,1,25,2,29.433,410464994,sha256:866771c43bf5,16.5848,49293124,200,unknown
stagger,B,5,1,25,2,29.433,410464994,sha256:ed881fbf1b07,8.9676,25614562,200,unknown
stagger,B,5,1,25,2,29.433,410464994,sha256:9da421ddeb65,16.0726,67778971,200,unknown
stagger,B,5,1,25,2,29.433,410464994,sha256:a793e3c6bce8,29.4303,236030458,200,unknown
stagger,B,5,1,25,2,29.433,410464994,sha256:10c3183ecaa6,6.2278,6085049,200,unknown
stagger,B,5,1,25,2,29.433,410464994,sha256:15991188a884,5.7357,25656055,200,unknown
stagger,B,5,1,25,2,29.433,410464994,sha256:5142ad1c6011,0.0564,250,200,unknown
stagger,B,5,1,26,2,29.433,410464994,sha256:299c82f5afaa,0.0576,6525,200,unknown
stagger,B,5,1,26,2,29.433,410464994,sha256:866771c43bf5,15.3763,49293124,200,unknown
stagger,B,5,1,26,2,29.433,410464994,sha256:ed881fbf1b07,16.1502,25614562,200,unknown
stagger,B,5,1,26,2,29.433,410464994,sha256:9da421ddeb65,15.4806,67778971,200,unknown
stagger,B,5,1,26,2,29.433,410464994,sha256:a793e3c6bce8,29.4293,236030458,200,unknown
stagger,B,5,1,26,2,29.433,410464994,sha256:10c3183ecaa6,2.2280,6085049,200,unknown
stagger,B,5,1,26,2,29.433,410464994,sha256:15991188a884,7.7935,25656055,200,unknown
stagger,B,5,1,26,2,29.433,410464994,sha256:5142ad1c6011,0.0603,250,200,unknown
stagger,B,5,1,27,2,29.433,410464994,sha256:299c82f5afaa,0.0555,6525,200,unknown
stagger,B,5,1,27,2,29.433,410464994,sha256:866771c43bf5,16.4170,49293124,200,unknown
stagger,B,5,1,27,2,29.433,410464994,sha256:ed881fbf1b07,6.5410,25614562,200,unknown
stagger,B,5,1,27,2,29.433,410464994,sha256:9da421ddeb65,14.8739,67778971,200,unknown
stagger,B,5,1,27,2,29.433,410464994,sha256:a793e3c6bce8,29.4281,236030458,200,unknown
stagger,B,5,1,27,2,29.433,410464994,sha256:10c3183ecaa6,1.6411,6085049,200,unknown
